what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292106422
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292121431
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292126275
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292126411
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292126510
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1302292126512
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1302292130065
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292133004
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292133005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292137295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292154150
error,log,,,"Unable to create editor ID org.eclipse.jdt.ui.ClassFileEditor: The Class File Viewer cannot handle the given input ('org.eclipse.ui.ide.FileStoreEditorInput').",1302292154360
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1302292154370
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1302292154372
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1302292154413
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1302292154419
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292159005
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1302292159005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292161950
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292167362
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292167518
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292167586
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1302292167588
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292170010
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292170011
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292171025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292194362
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302292198335
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1302292201136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292201350
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292202285
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292208328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292221988
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302292229491
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292233822
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292249711
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1302292252204
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292252368
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292253529
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302292275193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302292281923
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292286154
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292291204
executed,command,org.eclipse.mylyn.tasks.search,,"org.eclipse.mylyn.tasks.ui.command.searchForTask",1302292291269
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1302292293139
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292293199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292295560
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292295959
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292296607
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302292303608
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1302292306045
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292306173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292306952
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302292326343
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1302292329781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292329955
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292330473
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292344169
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292362212
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1302292362315
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292362564
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292364247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292374100
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292465097
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292471192
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292486872
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1302292486960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292487215
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292489642
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302292505709
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292506248
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302292506428
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292506642
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292512886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292534132
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302292534669
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292534878
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302292535124
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292551119
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292553186
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302292570925
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1302292576909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292577051
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292579859
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292614788
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292619997
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302292626194
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1302292628828
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292655190
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292658104
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292662766
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292685983
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292688256
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302292720209
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1302292724169
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292737290
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292756299
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1302292759030
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292795360
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292805914
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292811077
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302292818700
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292826391
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1302292826487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292833695
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302366860447
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302366861428
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1302366863905
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1302366863905
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1302366863918
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1302366863919
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1302366864027
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1302366864120
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1302366864182
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1302366864183
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1302366864232
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1302366864232
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1302366864234
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1302366864234
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1302366864234
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1302366864283
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1302366864284
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1302366864285
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1302366864285
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1302366864285
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1302366864332
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1302366864333
stopped,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1302366864333
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1302366864491
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1302366864491
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1302366864491
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1302366864491
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1302366864676
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1302366864676
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1302366864676
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1302366864676
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1302366864676
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1302366864676
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1302366864676
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1302366864676
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1302366864676
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1302366864772
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1302366864772
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1302366864856
