what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290679137
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290681412
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290681452
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290681505
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290683675
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1302290683701
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290687734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290694429
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290705449
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290705455
opened,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290705523
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1302290705523
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290709284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290709305
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290718909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290734993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290772775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1302290809303
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290810246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290811204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290827177
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302290827370
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302290827549
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302290831986
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302290833509
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290834716
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290848001
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290852982
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1302290853037
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302290854969
